Route_ID;Route_Name;SERVICE_NA;UN;OP_NOC;DIST;PO_MOD;SENTIDO;COD_USUARI;COD_TS;COD_SINSER;COD_SINRUT;COD_USUSEN;TIPO_SERV;FREC_PM;FREC_PT;PLAZAS_PM;PLAZAS_PT;SEL_PM;SEL_PT;SEN1;VALIDA
8837;E05IPM_fjudo;VARIANTE FERIA;3;;11.52749008;Sin Modificacion;I;E05;355;T355;T355 09I;E05I;5;0;0;0;0;0;0;0;1
8839;I02I_fjudo;VARIANTE FERIA;3;;22.57579388;Cambio Paradas;I;I02;372;T372;T372 06I;I02I;5;0;0;0;0;0;0;0;1
8843;H07I_fmisa;VARIANTE FERIA;3;;15.84034872;Sin Modificacion;I;H07;337;T337;T337 04I;H07I;5;0;0;0;0;0;0;0;1
8844;H07R_fmisa;VARIANTE FERIA;3;;14.39665565;Sin Modificacion;R;H07;337;T337;T337 04R;H07R;5;0;0;0;0;0;0;0;1
8845;H07IPM_fmisa;VARIANTE FERIA;3;;15.50640933;Sin Modificacion;I;H07;337;T337;T337 06I;H07I;5;0;0;0;0;0;0;0;1
8850;301c2IPT;VARIANTE PUNTA TARDE;3;;8.14159145;Sin Modificacion;I;301c2;301c2;T301c2;T301 C2 02I;301c2I;2;0;3;0;343;0;1;0;1
8851;301c2I;(M) LA CISTERNA - LO BLANCO;3;;7.986222357;Sin Modificacion;I;301c2;301c2;T301c2;T301 C2 00I;301c2I;1;0;0;0;0;0;0;0;1
8862;I07I_fmavi;VARIANTE FERIA;3;;14.96959935;Sin Modificacion;I;I07;377;T377;T377 06I;I07I;5;0;0;0;0;0;0;0;1
8866;I07I;RINCONADA - MALL ARAUCO MAIPU;3;;14.15932508;Sin Modificacion;I;I07;377;T377;T377 00I;I07I;1;4;5;434;465;1;1;0;1
8966;I04cR;(M) PLAZA MAIPU - VILLA EL ABRAZO;3;;8.547433655;Sin Modificacion;R;I04c;374c;T374c;T374 C0 00R;I04cR;1;6;2;558;232;1;1;0;1
8977;506eR;PEÑALOLEN - MAIPU;5;;32.24451789;Sin Modificacion;R;506e;506e;T506 E0;T506 E0 00R;506eR;1;5;2;432;202;1;1;0;1
8979;506vR;PEÑALOLEN - VILLA EL ABRAZO;5;;34.75914589;Sin Modificacion;R;506v;506v;T506e1;T506 E1 00R;506vR;1;5;5;432;405;1;1;0;1
9019;I04cI;VILLA EL ABRAZO - (M) PLAZA MAIPU;3;;9.235889968;Sin Modificacion;I;I04c;374c;T374c;T374 C0 00I;I04cI;1;6;2;558;232;1;1;0;1
9020;I04I;VILLA EL ABRAZO - (M) SAN ALBERTO HUR;3;;23.70825026;Sin Modificacion;I;I04;374;T374;T374 00I;I04I;1;7;6;682;558;1;1;0;1
9021;I04I_cvd;VARIANTE CICLOVIA;3;;23.57255807;Sin Modificacion;I;I04;374;T374;T374 05I;I04I;6;0;0;0;0;0;0;0;1
9025;546eR;VITACURA - VILLA EL ABRAZO;5;;40.18027995;Sin Modificacion;R;546e;546e;T546e;T546 E0 00R;546eR;1;0;2;0;230;0;1;0;1
9026;I09cR;(M) LAS REJAS - RINCONADA;3;;12.64073465;Sin Modificacion;R;I09c;379c;T379c;T379 C0 00R;I09cR;1;4;2;372;232;1;1;0;1
9030;I24I;VILLA LOS MAITENES - PLAZA OESTE;3;;18.39099129;Sin Modificacion;I;I24;310;T310;T310 00I;I24I;1;5;5;402;230;1;1;0;1
9048;I09cI;RINCONADA - (M) LAS REJAS;3;;12.86474466;Sin Modificacion;I;I09c;379c;T379c;T379 C0 00I;I09cI;1;4;2;372;232;1;1;0;1
9056;I07R_fmavi;VARIANTE FERIA;3;;13.69332313;Sin Modificacion;R;I07;377;T377;T377 06R;I07R;5;0;0;0;0;0;0;0;1
9057;I07R;MALL ARAUCO MAIPU - RINCONADA;3;;12.87742875;Sin Modificacion;R;I07;377;T377;T377 00R;I07R;1;4;5;434;465;1;1;0;1
9077;I03I;VILLA LOS HEROES - (M) LAS REJAS;3;;21.07455093;Sin Modificacion;I;I03;373;T373;T373 00I;I03I;1;0;6;0;588;0;1;0;1
9078;I03IPM;VARIANTE PUNTA MAÑANA;3;;20.61664798;Sin Modificacion;I;I03;373;T373;T373 01I;I03I;2;7;0;718;0;1;0;0;1
9079;I03IPM_fmavi;VARIANTE FERIA;3;;20.61664798;Sin Modificacion;I;I03;373;T373;T373 09I;I03I;5;0;0;0;0;0;0;0;1
9080;I03I_fmavi;VARIANTE FERIA;3;;21.61313004;Sin Modificacion;I;I03;373;T373;T373 07I;I03I;5;0;0;0;0;0;0;0;1
9081;I03IPM_fmisa;VARIANTE FERIA;3;;21.33657648;Sin Modificacion;I;I03;373;T373;T373 08I;I03I;5;0;0;0;0;0;0;0;1
9082;I03I_fmisa;VARIANTE FERIA;3;;21.79447943;Sin Modificacion;I;I03;373;T373;T373 06I;I03I;5;0;0;0;0;0;0;0;1
9083;I03I_fjudo;VARIANTE FERIA;3;;21.03665264;Sin Modificacion;I;I03;373;T373;T373 04I;I03I;5;0;0;0;0;0;0;0;1
9084;I03IPM_fjudo;VARIANTE FERIA;3;;21.03665264;Sin Modificacion;I;I03;373;T373;T373 05I;I03I;5;0;0;0;0;0;0;0;1
9085;I12I;PUEBLITO LA FARFANA - MALL PLAZA OESTE;3;;18.00683612;Sin Modificacion;I;I12;382;T382;T382 00I;I12I;1;5;5;522;490;1;1;0;1
9088;I01I;VILLA LOS HEROES - HOSPITAL BORJA ARRIARÁN;3;;21.5860085;Sin Modificacion;I;I01;371;T371;T371 00I;I01I;1;5;5;496;465;1;1;0;1
9089;I01I_cvd;VARIANTE CICLOVIA;3;;20.92497656;Sin Modificacion;I;I01;371;T371;T371 05I;I01I;6;0;0;0;0;0;0;0;1
9091;I10I;VILLA LOS HEROES - USACH;3;;21.70435326;Sin Modificacion;I;I10;380;T380;T380 00I;I10I;1;8;7;849;735;1;1;0;1
9097;I10R;USACH - VILLA LOS HEROES;3;;20.57027002;Cambio Paradas;R;I10;380;T380;T380 00R;I10R;1;8;7;849;735;1;1;0;1
9098;I10NR;ALAMEDA - VILLA LOS HEROES;3;SI;22.8337233;Cambio Paradas;R;I10N;380N;T380c2;T380 C2 00R;I10NR;1;0;0;0;0;0;0;0;1
9119;417eI;MAIPU - (M) MANQUEHUE;7;;35.26540704;Sin Modificacion;I;417e;F67e;F67E;F67 E0 00I;417eI;1;6;0;540;0;1;0;0;1
9121;415eI;(M) PUDAHUEL - (M) MANQUEHUE;5;;25.05029222;Sin Modificacion;I;415e;565e;T565E;T565E 00I;415eI;1;5;0;490;0;1;0;0;1
9123;414eI;(M) PUDAHUEL -  LOS TRAPENSES;5;;32.85310364;Sin Modificacion;I;414e;564e;T564E;T564E 00I;414eI;1;5;0;490;0;1;0;0;1
9124;409I;MAPOCHO - PLAZA SAN ENRIQUE;4;;22.18041324;Sin Modificacion;I;409;409;T409;T409 00I;409I;1;9;6;924;594;1;1;0;1
9125;411I;PROVIDENCIA - PLAZA SAN ENRIQUE;4;;14.31989096;Sin Modificacion;I;411;411;T411;T411 00I;411I;1;5;4;528;445;1;1;0;1
9126;411I_cvd;VARIANTE CICLOVIA;4;;14.96810963;Sin Modificacion;I;411;411;T411;T411 07I;411I;6;0;0;0;0;0;0;0;1
9127;546eI;VILLA EL ABRAZO - VITACURA;5;;38.84156041;Sin Modificacion;I;546e;546e;T546e;T546 E0 00I;546eI;1;4;0;368;0;1;0;0;1
9134;F01cR_fmi;VARIANTE FERIA;7;;13.28890787;Sin Modificacion;R;F01c;F01c;F01c;F01 C0 06R;F01cR;5;0;0;0;0;0;0;2;1
9137;I16I;POBLACION SANTIAGO - FERROCARRIL;3;;10.82799253;Sin Modificacion;I;I16;386;T386;T386 00I;I16I;1;5;4;370;348;1;1;0;1
9138;I16I_fmavi;VARIANTE FERIA;3;;10.85206234;Sin Modificacion;I;I16;386;T386;T386 06I;I16I;5;0;0;0;0;0;0;0;1
9139;I16R;FERROCARRIL - POBLACION SANTIAGO;3;;10.25310821;Sin Modificacion;R;I16;386;T386;T386 00R;I16R;1;5;4;370;348;1;1;0;1
9140;519I;ALAMEDA - AV. GRECIA;5;;15.8012026;Sin Modificacion;I;519;519;T519;T519 00I;519I;1;0;5;0;445;0;1;0;1
9142;519IPM;VARIANTE PUNTA MAÑANA;5;;15.87254931;Sin Modificacion;I;519;519;T519;T519 01I;519I;2;6;0;486;0;1;0;0;1
9146;425R;LO HERMIDA - RIGOBERTO JARA;4;;33.7769992;Sin Modificacion;R;425;425;T425;T425 00R;425R;1;9;9;924;891;1;1;0;1
9147;425R_fdo;VARIANTE FERIA;4;;33.77505107;Sin Modificacion;R;425;425;T425;T425 06R;425R;5;0;0;0;0;0;0;0;1
9151;414eR;LOS TRAPENSES - (M) PUDAHUEL;5;;32.5501493;Sin Modificacion;R;414e;564e;T564E;T564E 00R;414eR;1;0;4;0;414;0;1;0;1
9159;415eR;(M) MANQUEHUE - (M) PUDAHUEL;5;;24.79124593;Sin Modificacion;R;415e;565e;T565E;T565E 00R;415eR;1;0;2;0;184;0;1;0;1
9182;315eIPMPT;VARIANTE PUNTA MAÑANA PUNTA TARDE;3;;21.51172778;Sin Modificacion;I;315e;315e;T315 E0;T315 E0 02I;315eI;2;14;0;1302;0;1;0;0;1
11153;429I;LO ECHEVERS - LO HERMIDA;4;;34.05168783;Sin Modificacion;I;429;429;T429;T429 00I;429I;1;6;5;660;544;1;1;0;1
9240;D03IPM;VARIANTE PUNTA MAÑANA;4;;17.02438509;Cambio Paradas;I;D03;443;T443;T443 01I;D03I;2;6;0;594;0;1;0;0;1
9241;J12I;(M) PAJARITOS - CIUDAD DE LOS VALLES;5;;19.72215654;Sin Modificacion;I;J12;532;T532;T532 00I;J12I;1;6;5;588;490;1;1;0;1
9242;J12R;CIUDAD DE LOS VALLES - (M) PAJARITOS;5;;18.74157315;Sin Modificacion;R;J12;532;T532;T532 00R;J12R;1;6;5;588;490;1;1;0;1
9243;F27I;VILLA PADRE HURTADO - VILLA PORTEZUELO ORIENTE;7;;9.29255806;Sin Modificacion;I;F27;F27;F27;F27 00I;F27I;1;10;8;490;391;1;1;0;1
9244;F27I_fmavi;VARIANTE FERIA;7;;9.292395729;Sin Modificacion;I;F27;F27;F27;F27 02I;F27I;5;0;0;0;0;0;0;0;1
9245;F27R;VILLA PORTEZUELO ORIENTE - VILLA PADRE HURTADO;7;;9.260400055;Sin Modificacion;R;F27;F27;F27;F27 00R;F27R;1;9;9;429;414;1;1;0;1
9246;F27R_fmavi;VARIANTE FERIA;7;;9.261446165;Sin Modificacion;R;F27;F27;F27;F27 02R;F27R;5;0;0;0;0;0;0;0;1
9259;F14R;(M) PLAZA PUENTE ALTO - VILLA PADRE HURTADO;7;;15.28166969;Sin Modificacion;R;F14;F14;F14;F14 00R;F14R;1;7;6;418;342;1;1;0;1
9261;F14R_fma;VARIANTE FERIA;7;;15.28232989;Sin Modificacion;R;F14;F14;F14;F14 06R;F14R;5;0;0;0;0;0;0;0;1
9262;F14R_fmi;VARIANTE FERIA;7;;15.62126507;Sin Modificacion;R;F14;F14;F14;F14 09R;F14R;5;0;0;0;0;0;0;0;1
9264;F14R_fvi;VARIANTE FERIA;7;;15.28232989;Sin Modificacion;R;F14;F14;F14;F14 08R;F14R;5;0;0;0;0;0;0;0;1
9301;115R;(M) LOS HEROES  - VILLA EL ABRAZO;5;;21.39486179;Sin Modificacion;R;115;545;T545;T545 00R;115R;1;0;5;0;405;0;1;0;1
9302;115RPM;VARIANTE PUNTA MAÑANA;5;;21.47183753;Sin Modificacion;R;115;545;T545;T545 01R;115R;2;4;0;346;0;1;0;0;1
9326;110I;RENCA - MAIPU;5;;23.84166956;Sin Modificacion;I;110;550;T550;T550 00I;110I;1;5;5;581;494;1;1;0;1
9327;110I_fjudo;VARIANTE FERIA;5;;23.82706304;Sin Modificacion;I;110;550;T550;T550 06I;110I;5;0;0;0;0;0;0;0;1
9339;I08RPRN;VARIANTE PRENOCTURNA;3;;14.56647221;Sin Modificacion;R;I08;378;T378;T378 03R;I08R;2;0;0;0;0;0;0;0;1
9343;B18R;(M) VESPUCIO NORTE - VILLA PUCARA;6;;13.15965646;Sin Modificacion;R;B18;B18;B18;B18 00R;B18R;1;4;4;452;436;1;1;0;1
9344;B18RPRN;VARIANTE PRENOCTURNA;6;;13.15965646;Sin Modificacion;R;B18;B18;B18;B18 03R;B18R;2;0;0;0;0;0;0;0;1
9350;B13I;(M) VESPUCIO NORTE - SANTA LUISA;6;;16.14164529;Sin Modificacion;I;B13;B13;B13;B13 00I;B13I;1;4;5;452;485;1;1;0;1
9351;B13IPRN;VARIANTE PRENOCTURNA;6;;16.10741314;Sin Modificacion;I;B13;B13;B13;B13 03I;B13I;2;0;0;0;0;0;0;0;1
9353;B13R;SANTA LUISA - (M) VESPUCIO NORTE;6;;16.07761267;Sin Modificacion;R;B13;B13;B13;B13 00R;B13R;1;5;5;517;485;1;1;0;1
9354;B13RPRN;VARIANTE PRENOCTURNA;6;;16.44357585;Sin Modificacion;R;B13;B13;B13;B13 03R;B13R;2;0;0;0;0;0;0;0;1
9366;I25I;(M) CERRILLOS - VILLA SILVA HENRIQUEZ;3;;9.824537076;Sin Modificacion;I;I25;317;T317;T317 00I;I25I;1;5;4;245;207;1;1;0;1
9367;I25R;VILLA SILVA HENRIQUEZ - (M) CERRILLOS;3;;10.05079787;Sin Modificacion;R;I25;317;T317;T317 00R;I25R;1;5;4;245;207;1;1;0;1
9375;I24R;PLAZA OESTE - VILLA LOS MAITENES;3;;18.00750662;Sin Modificacion;R;I24;310;T310;T310 00R;I24R;1;5;5;402;230;1;1;0;1
9376;I24RPRN;VARIANTE PRENOCTURNA;3;;18.05011644;Sin Modificacion;R;I24;310;T310;T310 04R;I24R;2;0;0;0;0;0;0;0;1
9377;I12R;MALL FPLAZA OESTE - PUEBLITO LA FARFAN;3;;17.1337506;Sin Modificacion;R;I12;382;T382;T382 00R;I12R;1;5;5;522;490;1;1;0;1
9378;I12RPRN;VARIANTE PRENOCTURNA;3;;17.06697869;Sin Modificacion;R;I12;382;T382;T382 04R;I12R;2;0;0;0;0;0;0;0;1
9384;125R;LO ESPEJO - (M) U. DE CHILE;3;;16.78724222;Sin Modificacion;R;125;324;T324;T324 00R;125R;1;5;5;522;490;1;1;0;1
9385;126R;LA HIGUERA - (M) MANUEL MONTT;3;;16.26021586;Sin Modificacion;R;126;327;T327;T327 00R;126R;1;5;5;522;490;1;1;0;1
9387;712NI;PUENTE ALTO - (M) ESCUELA MILITAR;7;SI;34.3398859;Sin Modificacion;I;712N;F52N;F52C2;F52 C2 00I;712NI;1;0;0;0;0;0;0;0;1
9400;I09eR;(M) U. DE CHILE - RINCONADA;3;;18.82008689;Sin Modificacion;R;I09e;379e;T379e;T379 E0 00R;I09eR;1;8;3;780;270;1;1;0;1
9414;712I;PUENTE ALTO - RECOLETA;7;;49.3700102;Sin Modificacion;I;712;F52;F52;F52 00I;712I;1;6;6;540;540;1;1;0;1
9415;712I_fsa;VARIANTE FERIA;7;;49.37093181;Sin Modificacion;I;712;F52;F52;F52 06I;712I;5;0;0;0;0;0;0;0;1
9416;712I_fdo;VARIANTE FERIA;7;;49.12617334;Sin Modificacion;I;712;F52;F52;F52 07I;712I;5;0;0;0;0;0;0;0;1
9424;E05R_cvd;VARIANTE CICLOVIA;3;;10.65149488;Sin Modificacion;R;E05;355;T355;T355 10R;E05R;6;0;0;0;0;0;0;0;1
9425;E05R_fmisa;VARIANTE FERIA;3;;11.96600897;Sin Modificacion;R;E05;355;T355;T355 06R;E05R;5;0;0;0;0;0;0;0;1
9426;E05RPRN;VARIANTE PRENOCTURNA;3;;11.46009218;Sin Modificacion;R;E05;355;T355;T355 03R;E05R;2;0;0;0;0;0;0;0;1
9427;E05R;(M) BELLAVISTA DE LA FLORIDA - (M) LA CISTERNA;3;;11.46009218;Sin Modificacion;R;E05;355;T355;T355 00R;E05R;1;4;5;457;490;1;1;0;1
9428;E05R_fjudo;VARIANTE FERIA;3;;11.94671026;Sin Modificacion;R;E05;355;T355;T355 09R;E05R;5;0;0;0;0;0;0;0;1
9433;385R;FLORIDA CENTER - VILLA FRANCIA;3;;26.1793954;Sin Modificacion;R;385;385;T385;T385 00R;385R;1;5;4;522;441;1;1;0;1
9434;385RPRN;VARIANTE PRENOCTURNA;3;;25.76647996;Sin Modificacion;R;385;385;T385;T385 03R;385R;2;0;0;0;0;0;0;0;1
9435;385R_fmisa;VARIANTE FERIA;3;;27.12625322;Sin Modificacion;R;385;385;T385;T385 07R;385R;5;0;0;0;0;0;0;0;1
9436;F01I;VILLA PADRE HURTADO - CASAS VIEJAS;7;;14.25267349;Sin Modificacion;I;F01;F01;F01;F01 00I;F01I;1;4;5;376;351;1;1;0;1
9437;F16I;VILLA PADRE HURTADO - RIVERA RIO MAIPO;7;;9.960715285;Sin Modificacion;I;F16;F16;F16;F16 00I;F16I;1;5;5;267;241;1;1;0;1
9438;F01I_fdo;VARIANTE FERIA;7;;14.52603253;Sin Modificacion;I;F01;F01;F01;F01 07I;F01I;5;0;0;0;0;0;0;0;1
9439;F01I_fmi;VARIANTE FERIA;7;;14.23675289;Sin Modificacion;I;F01;F01;F01;F01 04I;F01I;5;0;0;0;0;0;0;0;1
9440;F16I_fdo;VARIANTE FERIA;7;;9.89176777;Sin Modificacion;I;F16;F16;F16;F16 06I;F16I;5;0;0;0;0;0;0;0;1
9441;F13R_fdo;VARIANTE FERIA;7;;16.36754164;Sin Modificacion;R;F13;F13;F13;F13 06R;F13R;5;0;0;0;0;0;0;0;1
9442;F13R_fju;VARIANTE FERIA;7;;15.19672731;Sin Modificacion;R;F13;F13;F13;F13 05R;F13R;5;0;0;0;0;0;0;0;1
9443;F15R;(M) ELISA CORREA - BAJOS DE MENA;7;;16.39189435;Sin Modificacion;R;F15;F15;F15;F15 00R;F15R;1;4;5;360;450;1;1;0;1
9445;F15R_fsa;VARIANTE FERIA;7;;15.41587114;Sin Modificacion;R;F15;F15;F15;F15 07R;F15R;5;0;0;0;0;0;0;0;1
9446;F15R_fsado;VARIANTE FERIA;7;;15.41587114;Sin Modificacion;R;F15;F15;F15;F15 06R;F15R;5;0;0;0;0;0;0;0;1
9447;F15R_fdo;VARIANTE FERIA;7;;17.68184414;Sin Modificacion;R;F15;F15;F15;F15 08R;F15R;5;0;0;0;0;0;0;0;1
9448;F13R_fsa;VARIANTE FERIA;7;;17.3818791;Sin Modificacion;R;F13;F13;F13;F13 07R;F13R;5;0;0;0;0;0;0;0;1
9450;F13R;MALL PLAZA TOBALABA - BAJOS DE MENA;7;;17.15609823;Sin Modificacion;R;F13;F13;F13;F13 00R;F13R;1;8;9;780;810;1;1;0;1
9453;F30NR;LA MONEDA - BAJOS DE MENA;7;SI;33.83588999;Sin Modificacion;R;F30N;F30N;F30c2;F30 C2 00R;F30NR;1;0;0;0;0;0;0;0;1
9456;213eI;PLAZA ITALIA - PUENTE ALTO;7;;27.54422484;Sin Modificacion;I;213e;F53e;F53e;F53 E0 00I;213eI;1;4;6;420;540;1;1;0;1
9457;F25R;(M) BELLAVISTA DE LA FLORIDA - BAJOS DE MENA;7;;20.11743539;Sin Modificacion;R;F25;F25;F25;F25 00R;F25R;1;0;5;0;495;0;1;0;1
9458;F25R_fju;VARIANTE FERIA;7;;20.10407515;Sin Modificacion;R;F25;F25;F25;F25 07R;F25R;5;0;0;0;0;0;0;0;1
9459;F25RPRN;VARIANTE PRENOCTURNA;7;;20.87923753;Sin Modificacion;R;F25;F25;F25;F25 04R;F25R;2;0;0;0;0;0;0;0;1
9460;F25R_fmavi;VARIANTE FERIA;7;;18.80582182;Sin Modificacion;R;F25;F25;F25;F25 06R;F25R;5;0;0;0;0;0;0;0;1
9461;F29I;PIE ANDINO - CASAS VIEJAS;7;;19.82156988;Sin Modificacion;I;F29;F29;F29;F29 00I;F29I;1;4;4;420;405;1;1;0;1
9462;F29I_fmavi;VARIANTE FERIA;7;;19.47170524;Sin Modificacion;I;F29;F29;F29;F29 07I;F29I;5;0;0;0;0;0;0;0;1
9463;F29I_fdo;VARIANTE FERIA;7;;19.53651552;Sin Modificacion;I;F29;F29;F29;F29 08I;F29I;5;0;0;0;0;0;0;0;1
9464;F29I_fmi;VARIANTE FERIA;7;;19.82213878;Sin Modificacion;I;F29;F29;F29;F29 06I;F29I;5;0;0;0;0;0;0;0;1
9466;F10R;MALL PLAZA TOBALABA - SAN GUILLERMO;7;;13.92530131;Sin Modificacion;R;F10;F10;F10;F10 00R;F10R;1;4;6;420;540;1;1;0;1
9467;F10R_fdo;VARIANTE FERIA;7;;13.9493613;Sin Modificacion;R;F10;F10;F10;F10 07R;F10R;5;0;0;0;0;0;0;0;1
9468;F10R_fsa;VARIANTE FERIA;7;;13.76759535;Sin Modificacion;R;F10;F10;F10;F10 06R;F10R;5;0;0;0;0;0;0;0;1
9469;F25RPM;VARIANTE PUNTA MAÑANA;7;;20.86097723;Sin Modificacion;R;F25;F25;F25;F25 01R;F25R;2;4;0;420;0;1;0;0;1
9475;F07R_fju;VARIANTE FERIA;7;;21.02753671;Sin Modificacion;R;F07;F07;F07;F07 06R;F07R;5;0;0;0;0;0;0;2;1
9476;F07R_fsa;VARIANTE FERIA;7;;20.41407432;Sin Modificacion;R;F07;F07;F07;F07 04R;F07R;5;0;0;0;0;0;0;2;1
9480;315eR_fdo;VARIANTE FERIA;3;;23.44326905;Sin Modificacion;R;315e;315e;T315 E0;T315 E0 06R;315eR;5;0;0;0;0;0;0;0;1
9514;J07eI;NOVICIADO - (M) PUDAHUEL;5;;54.15769051;Sin Modificacion;I;J07e;527e;T527e;T527 E0 00I;J07eI;1;4;3;392;343;1;1;1;1
9515;J07I;NOVICIADO - (M) PUDAHUEL;5;;57.21805824;Sin Modificacion;I;J07;527;T527;T527 00I;J07I;1;4;4;392;392;1;1;1;1
9516;J17R;PUERTO SANTIAGO - (M) PAJARITOS;5;;7.869081168;Sin Modificacion;R;J17;537;T537;T537 00R;J17R;1;2;2;94;94;1;1;0;1
9520;428R_fdo;VARIANTE FERIA;4;;33.64114726;Sin Modificacion;R;428;428;T428;T428 06R;428R;5;0;0;0;0;0;0;0;1
9530;J17I;(M) PAJARITOS - PUERTO SANTIAGO;5;;9.123596485;Sin Modificacion;I;J17;537;T537;T537 00I;J17I;1;2;2;94;94;1;1;0;1
9536;314I;LO MARCOLETA - PLAZA ITALIA;3;;40.05520763;Cambio Trazado;I;314;314;T314;T314 00I;314I;1;5;5;496;465;1;1;1;1
9537;315eR;PLAZA ITALIA - RIGOBERTO JARA;3;;23.58890446;Sin Modificacion;R;315e;315e;T315 E0;T315 E0 00R;315eR;1;0;0;0;0;0;0;0;1
9538;B08I;LO MARCOLETA - MALL PLAZA NORTE;6;;17.21158709;Cambio Trazado;I;B08;B08;B08;B08 00I;B08I;1;5;4;261;220;1;1;0;1
9539;307I;LO MARCOLETA - PLAZA ITALIA;3;;41.66084357;Sin Modificacion;I;307;307;T307;T307 00I;307I;1;8;7;806;651;1;1;1;1
9540;307I_fdo;VARIANTE FERIA;3;;42.05468025;Sin Modificacion;I;307;307;T307;T307 06I;307I;5;0;0;0;0;0;0;1;1
9541;315eI;RIGOBERTO JARA - PLAZA ITALIA;3;;23.40186941;Sin Modificacion;I;315e;315e;T315 E0;T315 E0 00I;315eI;1;0;0;0;0;0;0;0;1
9542;315eI_fdo;VARIANTE FERIA;3;;23.24527844;Sin Modificacion;I;315e;315e;T315 E0;T315 E0 06I;315eI;5;0;0;0;0;0;0;0;1
9548;313eIPT;VARIANTE PUNTA TARDE;3;;21.86036982;Sin Modificacion;I;313e;313e;T313e;T313 E0 02I;313eI;2;0;2;0;232;0;1;0;1
11154;429I_fdo;VARIANTE FERIA;4;;34.48680231;Cambio Paradas;I;429;429;T429;T429 06I;429I;5;0;0;0;0;0;0;0;1
9553;307eI;RIGOBERTO JARA - PLAZA ITALIA;3;;19.24103914;Sin Modificacion;I;307e;307e;T307 E0;T307 E0 00I;307eI;1;6;5;558;511;1;1;0;1
9554;307eR;PLAZA ITALIA - RIGOBERTO JARA;3;;19.3050636;Sin Modificacion;R;307e;307e;T307 E0;T307 E0 00R;307eR;1;5;5;496;465;1;1;0;1
8602;429cIPT;VARIANTE PUNTA TARDE;4;;20.23008304;Sin Modificacion;I;429c;429c;T429c;T429 C0 02I;429cI;2;0;4;0;445;0;1;0;1
9563;B12I;(M) ZAPADORES - LO MARCOLETA;6;;22.55600717;Sin Modificacion;I;B12;B12;B12;B12 00I;B12I;1;0;4;0;436;0;1;0;1
9564;B12IPM;VARIANTE PUNTA MAÑANA;6;;23.05778376;Sin Modificacion;I;B12;B12;B12;B12 01I;B12I;2;5;0;517;0;1;0;0;1
9569;107cyR;INYECCION;4;;4.055796866;Sin Modificacion;R;107c;467cy;T467c2;T467 C2 00R;107cR;3;0;0;0;0;0;0;2;1
9584;I17R;HOSPITAL SAN JUAN DE DIOS - VILLA FRANCIA;3;;10.07988943;Sin Modificacion;R;I17;387;T387;T387 00R;I17R;1;4;4;308;277;1;1;0;1
9585;I17R_cvd;VARIANTE CICLOVIA;3;;10.78316301;Sin Modificacion;R;I17;387;T387;T387 06R;I17R;6;0;0;0;0;0;0;0;1
9618;508I;AV. MAPOCHO - AV. LAS TORRES;5;SI;33.40169884;Sin Modificacion;I;508;508;T508;T508 00I;508I;1;0;7;0;1018;0;1;0;1
9619;508IPM;VARIANTE PUNTA MAÑANA;5;;33.74984636;Sin Modificacion;I;508;508;T508;T508 01I;508I;2;10;0;1434;0;1;0;0;1
9620;508I_fmavi;VARIANTE FERIA;5;;33.15857569;Sin Modificacion;I;508;508;T508;T508 06I;508I;5;0;0;0;0;0;0;0;1
9621;508IPM_fmavi;VARIANTE FERIA;5;;33.50672322;Sin Modificacion;I;508;508;T508;T508 07I;508I;5;0;0;0;0;0;0;0;1
9622;507R;AV GRECIA - ENEA;5;;31.02710739;Sin Modificacion;R;507;507;T507;T507 00R;507R;1;6;5;486;445;1;1;0;1
9623;507R_fjudo;VARIANTE FERIA;5;;30.83942448;Sin Modificacion;R;507;507;T507;T507 06R;507R;5;0;0;0;0;0;0;0;1
9631;J02I;ENEA - (M) ULA;5;;26.52159312;Sin Modificacion;I;J02;522;T522;T522 00I;J02I;1;5;5;250;235;1;1;1;1
9632;J02I_fju;VARIANTE FERIA;5;;29.80006461;Sin Modificacion;I;J02;522;T522;T522 06I;J02I;5;0;0;0;0;0;0;1;1
9633;J02I_fdo;VARIANTE FERIA;5;;29.80223696;Sin Modificacion;I;J02;522;T522;T522 07I;J02I;5;0;0;0;0;0;0;1;1
9646;406R;CANTAGALLO - PUDAHUEL;5;;29.36455556;Sin Modificacion;R;406;556;T556;T556 00R;406R;1;6;9;540;769;1;1;0;1
9648;313eI;QUILICURA - ESTACION CENTRAL;3;;22.00520998;Sin Modificacion;I;313e;313e;T313e;T313 E0 00I;313eI;1;5;0;496;0;1;0;0;1
9649;313eRPT;VARIANTE PUNTA TARDE;3;;23.57083351;Sin Modificacion;R;313e;313e;T313e;T313 E0 02R;313eR;2;0;2;0;232;0;1;0;1
9654;F06RPRN;VARIANTE PRENOCTURNA;7;;22.27620454;Sin Modificacion;R;F06;F06;F06;F06 03R;F06R;2;0;0;0;0;0;0;0;1
9656;D17R;(M) QUILIN - ALTO MACUL;4;;11.45826371;Sin Modificacion;R;D17;457;T457;T457 00R;D17R;1;4;5;462;544;1;1;0;1
9661;D14R;(M) QUILIN - (M) PEDRERO;4;;10.47403813;Sin Modificacion;R;D14;454;T454;T454 00R;D14R;1;5;5;528;544;1;1;0;1
